#{"t_start": 1754093458.0675297, "env_id": "None"}
r,l,t
168.34119,365,309.217001
140.737659,365,309.555021
157.739981,365,309.886045
140.123432,365,310.308784
226.134818,365,310.606508
184.66972,365,310.890693
137.010957,365,311.180828
187.974157,365,311.473909
155.977989,365,311.773287
166.390349,365,312.056374
164.448905,365,312.334387
145.48022,365,312.618292
191.083177,365,312.90295
131.325881,365,313.185032
153.077756,365,313.469549
135.42754,365,313.754986
140.698915,365,314.050058
155.292792,365,314.335075
193.69248,365,314.6224
156.532855,365,314.918409
201.878906,365,315.201483
254.427274,365,315.471196
168.706486,365,315.748195
119.698727,365,316.04506
175.385452,365,316.32697
126.513691,365,316.61069
169.997432,365,316.894049
146.504791,365,317.190048
206.632425,365,317.47005
149.034989,365,317.750054
145.543997,365,318.026153
230.727818,365,318.330132
99.684335,365,318.653134
183.668584,365,318.973411
205.175341,365,319.301759
127.742203,365,319.621861
168.106266,365,319.916807
143.861277,365,320.210727
157.394596,365,320.517015
188.16587,365,320.839039
150.813653,365,321.137015
101.87799,365,321.422194
156.60642,365,321.752212
183.414235,365,322.074212
213.503278,365,322.367323
190.382701,365,322.646648
191.192693,365,322.931648
145.723949,365,323.234206
131.694674,365,323.555183
184.209126,365,323.898296
153.88022,365,324.186183
173.75417,365,324.493369
201.681984,365,324.779373
158.993588,365,325.073431
141.277512,365,325.356461
126.039755,365,325.653988
108.290101,365,325.954098
111.071985,365,326.243183
119.289737,365,326.514743
119.641452,365,326.815659
243.7103,365,327.109231
152.140725,365,327.400233
111.672648,365,327.681456
169.037517,365,327.959373
140.23649,365,328.245373
161.97463,365,328.533085
90.885163,365,328.810087
160.564551,365,329.105958
168.282105,365,329.396046
144.592536,365,329.668961
166.076175,365,329.951966
161.92502,365,330.248962
189.313839,365,330.538122
190.493984,365,330.835485
112.571239,365,331.131088
176.125977,365,331.419108
156.819401,365,331.709097
148.851078,365,331.994538
178.672483,365,332.278625
187.021091,365,332.568634
193.998024,365,332.833539
145.549279,365,333.113206
52.446386,365,333.404289
89.251379,365,333.700207
166.603406,365,333.994751
205.953809,365,334.305753
174.689753,365,334.616299
151.04763,365,334.904387
198.594464,365,335.193387
75.305707,365,335.475299
124.282886,365,335.767902
183.372363,365,336.06761
93.592517,365,336.363677
203.905754,365,336.656867
132.235468,365,336.956113
177.921445,365,337.267112
110.507636,365,337.578116
140.991496,365,337.894201
293.177502,365,338.2143
167.565436,365,338.5323
127.263663,365,338.839412
152.430898,365,339.133291
127.692327,365,339.416207
108.896302,365,339.712208
134.682613,365,339.995934
102.831711,365,340.27692
198.042667,365,340.56293
214.537798,365,340.866579
122.381081,365,341.146403
218.488438,365,341.437213
115.71032,365,341.721213
161.65586,365,342.020211
122.986769,365,342.297741
113.172241,365,342.587956
35.248811,365,342.879044
137.190404,365,343.17171
119.208906,365,343.45685
97.400017,365,343.736841
84.082791,365,344.02928
111.274112,365,344.328349
191.015369,365,344.609825
114.57364,365,344.905366
197.740907,365,345.193439
136.737423,365,345.482807
104.082631,365,345.772808
157.345798,365,346.071192
147.793894,365,346.354104
112.821386,365,346.651112
166.086763,365,346.937376
20.799964,365,347.218372
176.232087,365,347.489371
67.385372,365,347.784498
139.000167,365,348.070589
190.537941,365,348.360431
136.575027,365,348.638519
215.627084,365,348.927521
149.32374,365,349.211521
134.82131,365,349.495651
223.378162,365,349.783762
100.083982,365,350.081556
129.696509,365,350.381553
111.061298,365,350.665823
154.396033,365,350.958597
114.715308,365,351.317039
221.722524,365,351.606812
167.925732,365,351.902735
-7.739603,365,352.19358
161.855707,365,352.50158
164.56515,365,352.786164
234.367002,365,353.068147
171.634343,365,353.359231
110.536473,365,353.653817
114.194776,365,353.939818
204.198467,365,354.228819
144.957267,365,354.499817
239.820169,365,354.789817
195.175551,365,355.080394
-25.059388,365,355.483032
133.015784,365,355.856258
116.27076,365,356.220339
131.096521,365,356.52136
97.089338,365,356.824188
174.92682,365,357.142008
187.332344,365,357.436989
-143.840348,365,357.714809
132.260291,365,358.006806
168.189858,365,358.314185
161.957192,365,358.620154
169.683552,365,358.907242
174.520849,365,359.189217
211.178855,365,359.469215
186.245621,365,359.762762
97.866345,365,360.046764
187.609471,365,360.332881
154.612184,365,360.611292
43.468422,365,360.913295
-43.740318,365,361.216882
200.432895,365,361.506884
212.8497,365,361.791662
135.532247,365,362.093758
78.130909,365,362.384667
115.983814,365,362.725603
128.267825,365,363.019634
166.076853,365,363.331415
211.29633,365,363.620188
140.399217,365,363.910186
177.037617,365,364.198031
106.025451,365,364.519194
44.428634,365,364.886413
-25.006899,365,365.208343
222.778381,365,365.496342
202.236214,365,365.801752
121.019815,365,366.102582
112.532993,365,366.40658
142.574917,365,366.692602
164.501847,365,366.985808
179.808015,365,367.277747
194.968159,365,367.562149
169.716843,365,367.856565
194.103974,365,368.152658
171.583969,365,368.426646
86.00843,365,368.712828
222.69195,365,368.996827
187.62966,365,369.291827
218.307337,365,369.581365
139.101244,365,369.867664
187.155441,365,370.153384
195.45094,365,370.458185
109.01594,365,370.738326
83.775811,365,371.01033
230.565345,365,371.294956
158.025617,365,371.592162
152.354475,365,371.87308
205.888684,365,372.156197
163.867619,365,372.438086
188.687314,365,372.736247
225.044334,365,373.022763
137.02371,365,373.307187
178.408358,365,373.598187
125.069876,365,373.889201
175.752977,365,374.169981
111.393495,365,374.461898
157.30393,365,374.740905
164.87824,365,375.04235
134.783731,365,375.314459
-120.271618,365,375.595161
123.336988,365,375.880184
187.236069,365,376.177267
112.165632,365,376.459271
161.854496,365,376.748792
147.244676,365,377.037438
187.22605,365,377.334892
171.875566,365,377.609902
156.482379,365,377.888892
187.176588,365,378.179489
178.718757,365,378.473789
121.332031,365,378.766933
5.010997,365,379.059933
67.806839,365,379.341946
154.614014,365,379.638856
100.502244,365,379.914939
120.042841,365,380.21351
44.125582,365,380.550088
73.378404,365,380.97195
148.826986,365,381.301161
173.557683,365,381.605694
133.693728,365,381.963359
178.979151,365,382.466707
141.12103,365,382.81332
44.659403,365,383.15332
120.707309,365,383.602448
163.250879,365,383.962449
78.032513,365,384.258088
132.510301,365,384.558
144.657582,365,384.840991
85.071692,365,385.136981
92.549039,365,385.435539
174.530538,365,385.72954
121.947441,365,386.0246
104.65492,365,386.335618
141.109103,365,386.618685
96.34336,365,386.896658
110.74379,365,387.17901
177.412197,365,387.491002
143.642866,365,387.786467
219.218383,365,388.06539
145.668754,365,388.35467
138.882112,365,388.654674
129.010751,365,388.930673
192.546799,365,389.222018
139.3723,365,389.502124
214.320939,365,389.808103
-189.484454,365,390.097105
181.652805,365,390.398099
154.180739,365,390.701103
47.391058,365,390.999132
171.357219,365,391.285905
143.345253,365,391.633905
86.871137,365,391.943611
210.587706,365,392.271611
134.637039,365,392.588827
237.388593,365,392.887827
58.993654,365,393.186321
223.921796,365,393.490407
127.41606,365,393.795178
218.932984,365,394.085292
137.348532,365,394.36197
104.388757,365,394.661992
202.81412,365,394.95097
115.065487,365,395.228438
186.10545,365,395.516937
82.765075,365,395.820549
173.513282,365,396.120337
-78.216739,365,396.413616
156.434569,365,396.706142
195.222374,365,397.004652
-81.25294,365,397.311825
172.285668,365,397.629026
157.421482,365,397.925934
174.810379,365,398.225214
103.298024,365,398.514788
-61.696588,365,398.814739
138.127293,365,399.102746
150.619965,365,399.401747
160.640366,365,399.688746
247.17554,365,399.972289
-98.337278,365,400.279287
34.597035,365,400.579412
207.072101,365,400.867448
106.075891,365,401.147707
186.920287,365,401.430933
266.181234,365,401.737916
171.704459,365,402.037917
155.495598,365,402.326856
163.174003,365,402.624025
187.827696,365,402.914364
140.147209,365,403.194361
149.897756,365,403.491738
152.78306,365,403.772735
148.0786,365,404.082393
-24.105703,365,404.355478
236.183091,365,404.643156
162.792787,365,404.942069
164.272422,365,405.23532
150.850425,365,405.527615
157.813789,365,405.823886
207.845245,365,406.126884
187.277784,365,406.420712
152.281976,365,406.707729
193.915272,365,407.001291
36.327989,365,407.301291
182.030693,365,407.589292
189.2678,365,407.871669
134.643139,365,408.155469
132.670863,365,408.44847
193.657473,365,408.749892
148.14026,365,409.044803
-38.365623,365,409.31789
154.723444,365,409.602286
135.551804,365,409.886369
89.134757,365,410.171405
136.479233,365,410.462405
229.986677,365,410.781441
-106.210392,365,411.097592
-198.12132,365,411.393046
187.430165,365,411.682207
117.856523,365,411.967116
179.786342,365,412.259061
75.924864,365,412.542079
200.854491,365,412.825141
174.10011,365,413.104057
65.39088,365,413.406845
155.143291,365,413.697994
160.133436,365,413.982644
146.907526,365,414.275639
186.699902,365,414.56716
161.230174,365,414.852162
107.659281,365,415.137924
173.624826,365,415.422435
72.577547,365,415.716591
189.395137,365,416.04758
138.173696,365,416.348646
141.462681,365,416.641563
180.331813,365,416.924652
186.213041,365,417.208666
103.369749,365,417.491565
224.415188,365,417.76866
159.522125,365,418.059663
140.997246,365,418.332744
159.261711,365,418.614669
179.145601,365,418.89466
175.6935,365,419.192257
127.716101,365,419.481165
147.463238,365,419.76171
150.539481,365,420.048713
162.953078,365,420.337176
169.865296,365,420.641358
208.898268,365,420.929038
169.14429,365,421.213692
177.101137,365,421.526762
192.734047,365,421.818284
197.602983,365,422.161263
138.807427,365,422.500464
181.462373,365,422.808876
187.518359,365,423.095153
171.160332,365,423.386083
106.385859,365,423.672079
202.788705,365,423.974054
101.454993,365,424.266057
229.152132,365,424.544504
162.47637,365,424.828861
188.404889,365,425.120953
142.611169,365,425.418338
172.014301,365,425.698356
-160.814862,365,425.982149
199.720163,365,426.312371
203.379744,365,426.671391
252.922003,365,426.964203
214.00908,365,427.277365
169.042237,365,427.582367
-153.548176,365,427.874366
201.204065,365,428.170371
155.878267,365,428.452368
188.228289,365,428.732832
190.383843,365,429.037914
194.32745,365,429.312915
162.384386,365,429.597548
123.385573,365,429.89566
189.825981,365,430.17596
161.996132,365,430.466129
163.744373,365,430.760037
213.955322,365,431.05503
127.6122,365,431.353966
202.223445,365,431.645965
180.522627,365,431.937496
197.962774,365,432.237499
182.749113,365,432.523496
121.760085,365,432.806019
128.227734,365,433.096021
129.922753,365,433.39311
153.409798,365,433.67202
146.892069,365,433.954019
177.065401,365,434.240001
240.91554,365,434.537094
183.827795,365,434.831096
174.013155,365,435.114039
122.75809,365,435.39387
95.977197,365,435.695872
128.686028,365,435.980779
169.062253,365,436.265778
210.580845,365,436.544162
170.938992,365,436.842881
120.417166,365,437.130794
192.598061,365,437.411884
162.701478,365,437.69951
155.781197,365,438.001597
168.595881,365,438.283309
253.300689,365,438.565342
118.869405,365,438.842304
23.629137,365,439.148403
50.374348,365,439.424391
63.068056,365,439.702412
133.195774,365,439.992414
10.945048,365,440.28761
96.177125,365,440.570135
181.599392,365,440.850819
203.304333,365,441.146821
139.45896,365,441.457818
140.670334,365,441.751614
97.24932,365,442.044527
86.373493,365,442.333566
181.906359,365,442.63155
76.724033,365,442.905637
134.414306,365,443.191568
136.511688,365,443.484484
118.624991,365,443.786754
103.121096,365,444.069752
149.855624,365,444.355487
123.402404,365,444.642504
167.204349,365,444.937214
88.21313,365,445.223217
145.950536,365,445.502554
86.32116,365,445.784556
196.962066,365,446.0778
121.364578,365,446.359592
20.224486,365,446.650485
231.27849,365,446.937836
12.405505,365,447.235842
149.401024,365,447.546931
191.727718,365,447.828841
226.211081,365,448.126666
186.951212,365,448.43058
150.99025,365,448.719486
261.052835,365,448.986506
158.074824,365,449.286748
-86.12135,365,449.588745
130.131799,365,449.869747
132.343177,365,450.165522
163.690245,365,450.451793
-36.210865,365,450.744797
112.756913,365,451.041842
163.645661,365,451.319911
194.530514,365,451.60682
148.958206,365,451.899726
212.86883,365,452.181031
163.441671,365,452.471012
228.802753,365,452.756096
87.227888,365,453.053005
207.862898,365,453.344507
245.170451,365,453.627513
221.737445,365,453.914624
177.578312,365,454.205624
188.848445,365,454.497211
205.422246,365,454.771208
283.952909,365,455.044301
150.216157,365,455.328212
145.697878,365,455.611215
195.985463,365,455.889868
212.667832,365,456.187884
208.087475,365,456.483885
168.942132,365,456.786409
254.141674,365,457.13043
161.795701,365,457.464084
183.076869,365,457.771084
140.412577,365,458.053069
118.189272,365,458.340067
159.291449,365,458.614307
215.983421,365,458.912307
223.677281,365,459.20041
239.946539,365,459.481658
257.745491,365,459.767575
262.705489,365,460.063764
146.589267,365,460.346766
189.231173,365,460.622766
215.711843,365,460.900763
135.952943,365,461.19653
248.314881,365,461.482013
293.891071,365,461.775997
198.755083,365,462.057431
214.949539,365,462.349338
154.364341,365,462.634815
212.628124,365,462.917596
202.774003,365,463.215156
222.377077,365,463.520412
156.066095,365,463.805436
107.452209,365,464.087328
268.506635,365,464.374409
-76.290599,365,464.673651
229.467676,365,464.969714
187.677144,365,465.249712
183.768446,365,465.524015
218.828615,365,465.818012
166.2043,365,466.102014
143.702825,365,466.385014
249.532623,365,466.673011
258.091276,365,466.97142
235.263944,365,467.273429
153.807178,365,467.557437
210.128488,365,467.893356
131.054411,365,468.20307
0.892156,365,468.502073
121.386359,365,468.788383
165.949761,365,469.122783
101.145796,365,469.575735
-11.116614,365,469.945083
209.606544,365,470.224085
184.425777,365,470.504992
85.503375,365,470.79962
218.181377,365,471.097848
209.018883,365,471.380915
-4.39547,365,471.669931
132.409754,365,471.957713
116.273899,365,472.270137
244.733701,365,472.575792
223.655415,365,472.864788
48.70121,365,473.154788
165.139443,365,473.43879
194.272215,365,473.725536
-35.464875,365,474.012424
262.353976,365,474.31069
229.64922,365,474.594712
130.88905,365,474.88069
205.433329,365,475.182895
139.703989,365,475.472965
192.982777,365,475.750877
216.011161,365,476.026006
86.242293,365,476.298196
120.110329,365,476.600162
184.715426,365,476.87826
205.110305,365,477.16133
198.904151,365,477.439328
204.442364,365,477.730523
211.0452,365,478.015531
303.039581,365,478.302598
172.369263,365,478.595363
236.618038,365,478.886367
203.823556,365,479.167056
205.676027,365,479.456061
204.55066,365,479.745059
209.559063,365,480.042143
237.724559,365,480.332092
243.670308,365,480.625084
281.153078,365,480.913166
279.267171,365,481.212077
197.479464,365,481.496074
152.065459,365,481.778829
187.162907,365,482.079744
208.003899,365,482.377739
147.538015,365,482.656736
180.847057,365,482.95228
239.305604,365,483.246287
186.282796,365,483.542398
203.28375,365,483.841024
214.197984,365,484.126098
211.083215,365,484.402585
22.418967,365,484.692593
201.344943,365,484.982857
169.406798,365,485.269854
107.11293,365,485.563151
191.476891,365,485.859931
108.400744,365,486.148915
156.287524,365,486.430915
271.284078,365,486.711914
277.31099,365,487.00627
159.579383,365,487.283643
219.53343,365,487.579387
186.51678,365,487.870385
163.514422,365,488.154299
-67.37542,365,488.444299
134.875007,365,488.728169
173.629652,365,489.017173
204.674289,365,489.318134
196.630369,365,489.609478
183.06085,365,489.904477
150.197727,365,490.198704
199.226326,365,490.500804
204.829672,365,490.782723
243.486312,365,491.059939
200.409373,365,491.343416
124.899846,365,491.644531
267.320642,365,491.923357
280.28396,365,492.219356
173.992972,365,492.523672
204.35979,365,492.832756
208.581113,365,493.13172
158.304281,365,493.423779
215.361884,365,493.719017
158.056228,365,494.009953
198.964081,365,494.298953
191.379112,365,494.577967
225.437131,365,494.861952
170.9887,365,495.172171
190.938896,365,495.456002
256.522225,365,495.742
165.907809,365,496.032717
127.578987,365,496.342768
256.380183,365,496.627767
103.277349,365,496.922358
164.469047,365,497.218741
69.729227,365,497.523742
209.789464,365,497.80474
151.882138,365,498.096305
210.835985,365,498.387327
193.01126,365,498.689819
169.72251,365,498.972575
229.390359,365,499.251877
194.951275,365,499.538007
206.21653,365,499.842927
91.987152,365,500.116919
87.924289,365,500.39592
151.357923,365,500.736438
104.376565,365,501.105722
162.675094,365,501.453725
95.096693,365,501.799721
125.371117,365,502.158726
93.147871,365,502.542315
180.433591,365,502.904305
155.79652,365,503.274308
141.92193,365,503.631305
65.784156,365,503.988321
96.400335,365,504.334308
137.349626,365,504.687324
102.857533,365,505.020304
84.881572,365,505.389307
-297.631468,365,505.738594
54.36334,365,506.083597
119.79101,365,506.423597
93.382316,365,506.782908
65.685517,365,507.146909
160.365294,365,507.491907
171.315815,365,507.892911
197.926228,365,508.25791
143.040853,365,508.596909
118.677689,365,508.933909
96.473357,365,509.269907
113.843165,365,509.623909
243.78359,365,509.973907
142.556843,365,510.316906
182.751956,365,510.663906
214.25789,365,511.070907
208.303998,365,511.45196
201.403364,365,511.801384
-209.531805,365,512.167382
230.267588,365,512.527384
22.200911,365,512.86388
188.466559,365,513.215884
164.962663,365,513.586216
255.229309,365,514.024645
200.270194,365,514.437826
184.632657,365,514.903809
-209.191808,365,515.399833
194.061621,365,515.955732
160.595294,365,516.454733
194.216109,365,516.916731
124.600537,365,517.382734
169.345206,365,517.896147
-140.282038,365,518.398184
227.571213,365,518.913527
183.551402,365,519.361809
208.257889,365,519.688344
218.211493,365,519.997322
141.533625,365,520.289504
287.880822,365,520.569422
192.047221,365,520.903959
250.117662,365,521.222474
218.385436,365,521.517565
120.733821,365,521.811566
206.831029,365,522.127167
166.758303,365,522.429181
193.120441,365,522.761678
133.804649,365,523.07868
176.165119,365,523.365677
71.597226,365,523.649679
128.257631,365,523.930677
169.856389,365,524.208688
217.195371,365,524.504539
173.736721,365,524.786443
248.194113,365,525.079445
234.721926,365,525.371294
246.360247,365,525.657194
174.331247,365,525.94716
193.100957,365,526.235258
178.969291,365,526.514162
93.307083,365,526.800881
224.040973,365,527.091768
189.111136,365,527.38919
164.54077,365,527.683474
229.495248,365,527.989581
256.8597,365,528.285686
226.018889,365,528.575418
234.157216,365,528.868509
181.189793,365,529.162859
263.175643,365,529.433428
76.010627,365,529.717426
238.307058,365,529.998507
248.193454,365,530.297446
52.590016,365,530.585424
237.894659,365,530.864175
187.416669,365,531.152686
216.141296,365,531.440693
262.400405,365,531.734514
236.267014,365,532.022523
244.283818,365,532.305123
50.246892,365,532.596146
227.044562,365,532.879006
185.454001,365,533.157008
205.585406,365,533.435009
316.145116,365,533.727592
231.619585,365,534.008587
210.695361,365,534.292609
-139.067699,365,534.579222
260.041775,365,534.896125
184.793804,365,535.185226
190.730873,365,535.483586
188.791486,365,535.794458
179.64349,365,536.099691
298.405318,365,536.393564
257.846433,365,536.688647
225.475688,365,536.961563
171.267624,365,537.25263
241.546595,365,537.550011
125.912004,365,537.836509
271.662144,365,538.127505
178.627983,365,538.419241
67.78443,365,538.706254
189.245621,365,538.982894
198.27456,365,539.273807
176.477575,365,539.554808
229.941915,365,539.83481
188.527177,365,540.121806
261.135251,365,540.401838
128.799218,365,540.695922
260.279425,365,540.961017
226.181741,365,541.253038
238.770045,365,541.548616
278.788084,365,541.852618
182.706423,365,542.15721
216.386649,365,542.446734
234.130887,365,542.731161
73.320949,365,543.028264
218.67158,365,543.31395
193.443264,365,543.599149
212.356369,365,543.88223
175.06244,365,544.179145
25.550742,365,544.462222
218.341778,365,544.749236
186.522533,365,545.033871
136.606107,365,545.334892
184.422238,365,545.639949
172.688654,365,545.931029
163.913352,365,546.210944
147.032342,365,546.508039
212.528269,365,546.79404
186.939865,365,547.06803
141.88872,365,547.353844
183.936457,365,547.653826
189.068335,365,547.937569
159.564556,365,548.244776
256.140874,365,548.562037
182.675835,365,548.947589
200.162832,365,549.236588
212.407599,365,549.522671
225.133552,365,549.804593
121.914479,365,550.111063
215.795863,365,550.404065
228.189998,365,550.696063
279.512257,365,550.966061
203.725042,365,551.266205
205.0626,365,551.54112
143.23289,365,551.822477
108.03357,365,552.09457
136.31354,365,552.378577
217.185357,365,552.664008
235.209371,365,552.942853
-91.68841,365,553.233755
182.11554,365,553.528753
210.683528,365,553.808773
192.072513,365,554.102778
236.496727,365,554.391699
196.025551,365,554.687696
156.595838,365,554.972064
106.222745,365,555.253064
46.276869,365,555.539052
214.920725,365,555.840051
158.47395,365,556.128056
224.78223,365,556.410142
263.640858,365,556.691283
211.970628,365,556.996289
184.152441,365,557.276017
171.66707,365,557.548016
191.602669,365,557.812022
223.138814,365,558.121596
188.846638,365,558.405499
271.160331,365,558.689392
189.249598,365,558.978993
217.460984,365,559.268989
216.457158,365,559.546977
152.060121,365,559.825061
-28.976189,365,560.101082
174.752163,365,560.393128
85.583751,365,560.701105
111.719361,365,560.989106
117.552806,365,561.280244
147.371086,365,561.581907
159.313522,365,561.873893
233.726046,365,562.17507
135.257375,365,562.481069
145.732496,365,562.774158
130.534569,365,563.06004
249.57099,365,563.34604
166.001558,365,563.626256
119.116501,365,563.941735
166.757359,365,564.27454
127.797622,365,564.5817
87.504966,365,564.880084
155.663654,365,565.216105
85.795578,365,565.604104
154.171298,365,565.924104
154.679923,365,566.231967
166.938152,365,566.545567
-186.695707,365,566.820127
144.625529,365,567.102144
103.377836,365,567.386215
171.119293,365,567.68305
150.446126,365,567.959871
170.152305,365,568.256877
130.322576,365,568.548386
160.203494,365,568.843455
237.831242,365,569.130743
236.402349,365,569.418745
227.529527,365,569.700742
223.566218,365,569.999501
193.988936,365,570.285651
174.495232,365,570.572631
150.241608,365,570.852558
182.992292,365,571.168683
192.175041,365,571.465767
190.893311,365,571.738653
153.224653,365,572.027477
44.236549,365,572.328477
237.53817,365,572.612479
172.119272,365,572.888441
206.909653,365,573.182497
170.139947,365,573.464495
253.789563,365,573.773013
191.829585,365,574.065027
282.550315,365,574.35886
203.177957,365,574.67286
197.804179,365,574.968881
263.32161,365,575.257951
218.965983,365,575.535458
274.069723,365,575.829403
215.303895,365,576.118489
157.874124,365,576.406401
141.00764,365,576.686402
164.095756,365,576.977403
-171.78723,365,577.256509
178.615301,365,577.531755
146.509591,365,577.820764
239.5443,365,578.131781
148.157428,365,578.439659
76.020732,365,578.742659
210.391353,365,579.077099
208.48257,365,579.4101
179.782767,365,579.700184
118.032917,365,579.989068
38.911942,365,580.264084
104.772722,365,580.553071
166.773118,365,580.838982
189.424637,365,581.114985
-226.738867,365,581.402511
167.057612,365,581.692401
157.739845,365,581.977378
219.147825,365,582.247395
207.695114,365,582.51651
199.430883,365,582.817592
218.747648,365,583.101032
116.924155,365,583.379045
223.658557,365,583.672028
202.99151,365,583.967832
170.255023,365,584.253916
249.477458,365,584.549835
184.332346,365,584.834833
224.751931,365,585.131678
181.940628,365,585.423407
207.573016,365,585.711359
236.774663,365,585.989438
235.402159,365,586.287868
132.994366,365,586.566081
161.553853,365,586.86636
195.812813,365,587.178769
211.764819,365,587.468768
183.526348,365,587.742765
213.155687,365,588.049421
163.133496,365,588.326424
141.72397,365,588.624823
254.889919,365,588.919456
178.644295,365,589.246455
242.295569,365,589.542316
244.289271,365,589.83241
200.806825,365,590.121495
-242.023465,365,590.402185
249.331417,365,590.698167
128.305347,365,590.991127
195.568161,365,591.26598
233.809538,365,591.534993
210.497841,365,591.815975
168.466952,365,592.0942
234.666662,365,592.387289
157.816843,365,592.660289
161.422542,365,592.933949
215.125124,365,593.219861
240.619096,365,593.496128
255.007833,365,593.781112
195.31982,365,594.056114
239.409496,365,594.362112
236.585451,365,594.663472
236.063253,365,594.982991
186.344917,365,595.316371
249.908979,365,595.607392
172.095765,365,595.883373
206.047397,365,596.152371
302.384964,365,596.42521
298.597668,365,596.708527
211.552542,365,596.99053
240.868039,365,597.279527
-80.573548,365,597.53861
128.998525,365,597.835497
247.79086,365,598.114048
258.682528,365,598.394967
148.326998,365,598.671368
228.783725,365,598.956158
246.800677,365,599.240165
216.463589,365,599.514746
271.038445,365,599.779743
237.121627,365,600.063745
259.875518,365,600.347578
222.480836,365,600.622575
48.868759,365,600.894835
298.901111,365,601.188831
222.055091,365,601.462834
294.475029,365,601.736292
185.790684,365,602.023289
-66.779964,365,602.319308
108.854769,365,602.606214
191.978098,365,602.885211
193.230542,365,603.162214
233.208409,365,603.459076
273.447716,365,603.743957
263.60043,365,604.020859
183.309553,365,604.297856
53.127051,365,604.599259
201.725173,365,604.902158
273.705113,365,605.181527
228.185902,365,605.456275
178.621147,365,605.741912
226.995986,365,606.023909
172.572617,365,606.31546
94.631922,365,606.594459
259.755461,365,606.883548
145.548935,365,607.15963
249.132673,365,607.436819
192.141939,365,607.711828
93.001995,365,607.990633
160.198464,365,608.28054
280.045986,365,608.558208
160.590289,365,608.84612
192.13677,365,609.13612
202.705228,365,609.415209
231.489978,365,609.696855
214.691749,365,609.971041
118.292147,365,610.285042
204.625124,365,610.568612
184.098524,365,610.849619
177.026905,365,611.125526
102.274871,365,611.414727
85.567886,365,611.698563
241.659025,365,611.959481
125.46069,365,612.23594
39.76716,365,612.526942
181.182313,365,612.808875
178.279551,365,613.084978
163.575462,365,613.361921
187.769275,365,613.663531
119.814725,365,613.949225
250.114918,365,614.243242
270.94384,365,614.522628
76.734301,365,614.813614
130.575512,365,615.084114
145.121936,365,615.349503
185.987454,365,615.626501
140.22382,365,615.913591
217.878934,365,616.184499
193.837648,365,616.468502
233.566407,365,616.748334
181.259635,365,617.043349
144.044828,365,617.324351
171.563077,365,617.595353
-57.665183,365,617.869349
254.153802,365,618.157332
267.183203,365,618.430409
50.368429,365,618.706402
212.075345,365,618.964322
235.45681,365,619.252122
241.269699,365,619.531056
164.426811,365,619.811143
219.681313,365,620.096601
222.727285,365,620.387019
204.169848,365,620.780014
127.503951,365,621.14714
276.450081,365,621.63914
186.694889,365,622.136141
26.588757,365,622.64914
90.052319,365,623.161139
238.594866,365,623.615139
143.862285,365,624.077228
84.074167,365,624.516229
145.399811,365,624.945227
174.393743,365,625.350225
175.290955,365,625.71817
214.870802,365,626.098181
162.322677,365,626.446173
15.659412,365,626.817261
258.841417,365,627.211727
-155.815786,365,627.569736
217.9753,365,627.950727
135.550889,365,628.373043
239.908361,365,628.87004
-39.198968,365,629.253407
22.878199,365,629.654404
-209.454833,365,630.013424
175.5651,365,630.40742
116.116515,365,630.749404
178.271199,365,631.116403
129.967038,365,631.471409
156.121929,365,631.850404
174.874689,365,632.214406
192.330294,365,632.58442
230.186227,365,632.958675
174.600324,365,633.347677
114.084207,365,633.734675
41.489718,365,634.149031
201.380386,365,634.572031
207.205584,365,634.972036
193.69493,365,635.356029
183.367011,365,635.739119
226.958084,365,636.124244
246.357981,365,636.45429
-11.1651,365,636.72233
-117.449169,365,636.997249
262.88288,365,637.275067
242.542203,365,637.568067
169.218598,365,637.842067
29.14372,365,638.127075
144.247086,365,638.405882
136.79923,365,638.716798
62.768218,365,639.012796
45.621689,365,639.298617
-138.885952,365,639.580616
224.515649,365,639.869209
198.441557,365,640.14445
222.295273,365,640.429686
158.498189,365,640.736686
205.965691,365,641.027062
105.438676,365,641.315513
47.374731,365,641.599059
230.014455,365,641.883063
142.43062,365,642.177436
52.255261,365,642.455052
180.957165,365,642.725044
181.906463,365,643.014044
198.289693,365,643.310047
-31.957159,365,643.578588
241.402994,365,643.849721
171.527757,365,644.126138
121.682654,365,644.398137
-66.657027,365,644.6884
134.91861,365,644.96639
86.739939,365,645.240391
232.287485,365,645.520518
141.074191,365,645.815526
159.637215,365,646.104504
140.360034,365,646.37859
184.635481,365,646.690582
93.778202,365,646.981585
126.181188,365,647.270585
162.655801,365,647.550583
170.127183,365,647.838195
141.743396,365,648.175192
145.167934,365,648.474192
167.071175,365,648.752176
185.852437,365,649.048139
180.522505,365,649.340153
123.754429,365,649.625105
78.816425,365,649.908102
219.275556,365,650.19519
113.876248,365,650.470137
126.19058,365,650.749928
76.093359,365,651.044902
120.657752,365,651.332904
185.211942,365,651.645998
241.08712,365,651.930998
249.712167,365,652.222549
212.348862,365,652.510861
85.113695,365,652.802927
82.669221,365,653.089838
198.015345,365,653.378843
223.11725,365,653.68593
11.487567,365,653.965838
245.330559,365,654.237405
229.785892,365,654.520827
263.082731,365,654.817967
239.187377,365,655.113953
172.600759,365,655.413954
243.304369,365,655.738655
213.265719,365,656.08511
274.899229,365,656.46264
85.891062,365,656.803962
217.077715,365,657.166534
285.158643,365,657.50047
