#{"t_start": 1754094254.136626, "env_id": "None"}
r,l,t
115.007454,365,415.295623
81.237192,365,415.530494
120.186913,365,415.711477
170.36262,365,415.882499
154.070767,365,416.07152
162.14831,365,417.36956
169.178222,365,417.548562
45.10909,365,417.71357
175.488667,365,417.87156
139.280077,365,418.026571
140.796142,365,419.232812
64.604885,365,419.432099
88.64125,365,419.605085
156.348372,365,419.772845
202.452233,365,419.932739
83.421396,365,420.085742
141.367914,365,421.31952
134.52732,365,421.503619
107.268727,365,421.670522
146.955596,365,421.829522
72.929128,365,421.985612
91.688809,365,423.191089
118.319829,365,423.399095
53.674458,365,423.572024
96.049519,365,423.745021
89.48749,365,423.908115
70.106544,365,424.064368
187.918025,365,425.497417
88.914055,365,425.742423
105.992056,365,425.927514
205.133716,365,426.095526
161.41699,365,426.25771
88.004787,365,426.412995
123.646689,365,427.670023
62.755646,365,427.848281
120.965831,365,428.01828
147.425887,365,428.17728
73.449166,365,428.33138
144.265161,365,429.543669
87.305645,365,429.741665
113.171569,365,429.915179
155.421326,365,430.076158
98.36697,365,430.230154
115.078837,365,430.383169
128.406886,365,431.62841
190.629763,365,431.814414
101.647899,365,431.984887
206.090866,365,432.148887
124.610955,365,432.30589
128.901238,365,433.499994
206.528861,365,433.711921
165.180924,365,433.887907
117.453249,365,434.052909
172.250435,365,434.207905
99.350224,365,434.361998
133.03299,365,435.568959
144.817984,365,435.761962
82.18463,365,435.932965
129.966136,365,436.097405
77.098061,365,436.254496
207.782322,365,436.407501
104.947541,365,437.658205
163.515728,365,437.837209
126.634538,365,437.99852
223.522581,365,438.151428
168.186954,365,438.307107
100.691121,365,439.65975
156.750544,365,439.858753
85.87969,365,440.030756
186.613177,365,440.192528
122.869442,365,440.347522
178.55055,365,440.503005
187.414793,365,441.769855
124.223341,365,441.964869
156.489156,365,442.134085
160.65781,365,442.303993
47.661452,365,442.478991
180.714121,365,443.707768
130.143411,365,443.925762
126.674643,365,444.105762
168.116099,365,444.274967
128.128744,365,444.434064
170.849957,365,444.587967
133.414151,365,445.819013
192.872277,365,446.022118
174.935371,365,446.197113
81.926897,365,446.365229
161.440424,365,446.526209
129.878435,365,446.680113
108.353095,365,447.914637
174.505254,365,448.099844
152.51581,365,448.266587
152.791489,365,448.442276
147.830924,365,448.598285
197.927207,365,449.778495
129.107242,365,449.988495
190.172382,365,450.160495
138.289406,365,450.321497
179.945037,365,450.474498
162.178629,365,450.628495
196.253883,365,451.849422
176.48147,365,452.036425
116.882977,365,452.206631
157.790289,365,452.37138
145.55816,365,452.529298
133.401961,365,452.683971
95.286189,365,453.922558
140.116197,365,454.101694
162.858905,365,454.258694
162.088381,365,454.41269
169.651903,365,454.566705
156.010976,365,455.77213
175.396676,365,455.976223
113.035508,365,456.14622
176.844963,365,456.308219
164.209316,365,456.464577
173.589205,365,456.617585
105.004961,365,457.828199
149.152286,365,458.035211
170.511359,365,458.23639
76.273627,365,458.414484
157.920983,365,458.57448
160.954946,365,459.771399
175.89606,365,459.978414
125.604446,365,460.159332
138.369748,365,460.326332
162.078986,365,460.486331
131.389797,365,460.641862
157.95326,365,461.847315
119.919437,365,462.042754
204.720572,365,462.211764
180.903372,365,462.374293
138.001494,365,462.530383
116.271401,365,462.681379
174.604461,365,463.921751
99.382957,365,464.100754
206.410961,365,464.265756
153.692488,365,464.426796
177.234513,365,464.581791
154.504959,365,465.787531
213.915568,365,465.996547
162.219057,365,466.171644
166.84611,365,466.336644
69.823829,365,466.536578
147.536365,365,466.694955
236.364536,365,467.925115
158.980973,365,468.111109
169.854291,365,468.276118
123.96994,365,468.439204
147.455236,365,468.633375
103.053914,365,470.034236
88.353247,365,470.259681
133.830995,365,470.443886
59.928078,365,470.656281
161.650237,365,470.836832
88.139595,365,471.004678
197.073195,365,472.335335
175.679221,365,472.532425
149.537938,365,472.702422
152.041118,365,472.869716
110.283628,365,473.031723
167.556282,365,473.18572
178.293727,365,474.430016
149.518215,365,474.61211
126.832679,365,474.77202
186.817817,365,474.932111
103.757701,365,475.10413
168.089346,365,476.315356
172.303712,365,476.515988
149.774561,365,476.693068
191.538438,365,476.85497
117.793253,365,477.015126
194.719481,365,477.16812
196.661381,365,478.399277
100.126251,365,478.596555
125.418347,365,478.772141
181.073337,365,478.939059
180.13772,365,479.094424
197.531497,365,480.280666
124.345242,365,480.493071
188.111086,365,480.671358
152.717657,365,480.836363
183.81782,365,480.995111
133.988326,365,481.147202
141.171092,365,482.339908
188.783539,365,482.543714
213.260298,365,482.714725
209.8182,365,482.875715
234.259965,365,483.031715
142.624997,365,483.182722
187.499233,365,484.420158
158.18905,365,484.61789
11.802264,365,484.785887
146.130259,365,484.952902
157.732354,365,485.108262
161.295653,365,486.338344
184.220676,365,486.546033
168.005194,365,486.72204
278.295118,365,486.888038
215.621988,365,487.045037
226.096918,365,487.198037
229.081773,365,488.423063
204.764552,365,488.629062
172.141736,365,488.833842
169.714174,365,489.014931
207.9041,365,489.208373
148.70479,365,489.395094
191.974026,365,490.638355
108.17662,365,490.81934
169.311519,365,490.986345
175.419486,365,491.143336
154.352816,365,491.295349
201.603903,365,492.502092
217.866058,365,492.70309
185.438748,365,492.869303
165.897505,365,493.024366
185.342576,365,493.177367
200.417139,365,493.332737
73.173743,365,494.548162
207.437095,365,494.739161
214.615215,365,494.910253
149.075523,365,495.073165
171.530696,365,495.226245
170.003491,365,496.416073
167.566326,365,496.613073
132.93454,365,496.785635
178.998982,365,496.949629
126.798204,365,497.108546
207.004746,365,497.261547
198.478778,365,498.49946
103.852226,365,498.698395
215.303684,365,498.86641
199.308252,365,499.030457
138.278525,365,499.187467
222.894913,365,499.342454
151.973382,365,500.608766
150.44055,365,500.788763
190.239488,365,500.956759
170.449676,365,501.112847
185.582373,365,501.265758
84.408384,365,502.44808
175.769935,365,502.652079
153.700346,365,502.824345
144.555899,365,502.991345
125.915304,365,503.14734
173.7537,365,503.308318
202.723444,365,504.63394
167.790847,365,504.823036
129.237381,365,504.994053
147.978455,365,505.154053
180.107658,365,505.309946
149.78368,365,506.50341
222.780048,365,506.7085
117.048519,365,506.884521
145.806778,365,507.049451
150.389875,365,507.207458
92.135443,365,507.363373
192.829896,365,508.57045
126.771972,365,508.768546
95.237497,365,508.939547
167.926097,365,509.094547
127.858703,365,509.247537
109.532905,365,509.403559
116.508145,365,510.646464
182.308132,365,510.826467
164.260545,365,510.997613
201.900425,365,511.160527
190.877434,365,511.316615
221.430853,365,512.487854
104.923654,365,512.687482
82.48056,365,512.858391
9.687075,365,513.016481
119.693926,365,513.171471
31.004169,365,513.324391
112.559445,365,514.537181
48.417865,365,514.729237
125.710494,365,514.902237
166.772786,365,515.064549
188.88715,365,515.222465
121.924585,365,516.399464
56.831026,365,516.616555
92.418537,365,516.797645
46.495458,365,516.961635
158.230745,365,517.118649
157.569966,365,517.271867
149.062911,365,518.475537
144.197394,365,518.673623
137.844857,365,518.84464
65.919684,365,519.003642
83.697047,365,519.157463
119.155147,365,519.313728
109.418312,365,520.517053
118.128149,365,520.75306
111.583394,365,520.925327
144.968729,365,521.085344
91.591455,365,521.238355
64.268808,365,522.418573
151.691672,365,522.626665
128.964995,365,522.798573
135.244845,365,522.959664
194.436288,365,523.112665
218.447159,365,523.267658
129.278699,365,524.490802
118.907176,365,524.681675
121.997659,365,524.85468
170.200465,365,525.018583
159.662038,365,525.172661
194.992969,365,525.325673
159.526046,365,526.798213
157.463928,365,526.979306
127.228092,365,527.144289
98.610756,365,527.301197
68.497902,365,527.455721
132.286654,365,528.692641
86.966585,365,528.90235
98.493674,365,529.078441
100.485325,365,529.242349
172.420119,365,529.398441
126.056993,365,529.558019
39.859613,365,530.986864
65.067331,365,531.173986
128.998847,365,531.339897
181.591077,365,531.497885
79.48696,365,531.651881
126.904138,365,532.836713
82.817888,365,533.038727
36.037919,365,533.215716
104.415102,365,533.378716
70.267615,365,533.533809
122.355204,365,533.685716
60.179414,365,534.928495
130.477283,365,535.124137
140.383942,365,535.295122
136.09914,365,535.461577
73.599204,365,535.619946
42.385175,365,535.771945
54.022139,365,537.011536
104.562483,365,537.191546
81.673653,365,537.357583
65.400758,365,537.515561
188.143582,365,537.667556
94.333146,365,538.885349
42.660306,365,539.092448
135.401819,365,539.258446
112.712417,365,539.411455
98.142197,365,539.571443
54.681977,365,539.724442
75.382633,365,540.945931
55.567715,365,541.135517
176.969672,365,541.303531
72.095851,365,541.462611
111.452162,365,541.616519
73.694571,365,542.81953
85.870412,365,543.036629
96.468632,365,543.20963
72.794149,365,543.371622
86.730255,365,543.527626
119.833119,365,543.680749
130.264877,365,544.912243
93.734704,365,545.114416
72.794037,365,545.281401
137.854835,365,545.448612
78.387338,365,545.606615
140.749491,365,545.775299
105.698925,365,547.015738
94.450462,365,547.199659
115.57061,365,547.358659
148.778338,365,547.51266
85.814956,365,547.665657
180.395291,365,548.861116
167.173294,365,549.072119
179.949272,365,549.241979
137.696072,365,549.397963
109.652802,365,549.554308
147.035693,365,549.709434
128.081657,365,551.237483
74.170171,365,551.457485
170.603147,365,551.639578
93.876393,365,551.804486
172.234759,365,552.018574
135.518876,365,553.474846
133.733896,365,553.710864
132.272323,365,553.916393
138.772161,365,554.122482
198.889573,365,554.301912
161.388757,365,554.486899
198.686463,365,555.863981
209.302178,365,556.11968
112.46034,365,556.359591
195.749026,365,556.594585
149.065831,365,556.776606
128.379751,365,556.946585
219.449789,365,558.224571
160.882037,365,558.417804
141.656644,365,558.585782
105.558238,365,558.746847
137.122302,365,558.917845
193.537427,365,560.147568
115.034105,365,560.357575
155.097323,365,560.529574
170.51738,365,560.690655
127.817298,365,560.845569
170.149438,365,561.000205
127.322374,365,562.188467
126.680722,365,562.378471
179.120464,365,562.544488
159.163707,365,562.70455
128.432471,365,562.858668
164.00012,365,563.015635
206.270637,365,564.266755
91.995341,365,564.445755
134.920362,365,564.613831
182.244187,365,564.768864
119.262673,365,564.925349
131.303775,365,566.135586
275.068942,365,566.331617
153.049265,365,566.500629
142.897257,365,566.66161
171.445996,365,566.813617
158.759185,365,566.967651
164.274533,365,568.186179
121.743228,365,568.37728
188.882809,365,568.54528
107.075284,365,568.70626
218.329788,365,568.859272
118.350598,365,570.072261
131.310289,365,570.285275
195.252562,365,570.456359
220.180093,365,570.61626
139.491329,365,570.771351
185.69665,365,570.92826
175.178204,365,572.143321
88.166743,365,572.333665
65.967256,365,572.504645
185.498174,365,572.664293
163.671042,365,572.822292
222.061671,365,572.977292
154.442069,365,574.200215
134.064375,365,574.380195
163.791473,365,574.536195
163.161914,365,574.690195
178.857234,365,574.845958
232.37006,365,576.024319
170.152139,365,576.223258
183.56401,365,576.395766
189.122853,365,576.561112
150.917779,365,576.719105
215.041605,365,576.8741
166.069338,365,578.080884
152.609739,365,578.272889
196.46792,365,578.435544
123.634954,365,578.589546
103.618067,365,578.742219
170.602154,365,579.932472
18.697621,365,580.136001
172.13242,365,580.333895
104.019514,365,580.550357
207.041063,365,580.71036
195.816214,365,580.865446
124.987496,365,582.088629
133.667636,365,582.28563
128.547802,365,582.453629
108.556625,365,582.615713
149.723355,365,582.767725
97.157917,365,582.924725
133.834749,365,584.121002
75.547843,365,584.301103
94.369309,365,584.467085
211.723755,365,584.628202
195.837033,365,584.784208
94.839353,365,586.001732
105.901385,365,586.209847
201.965517,365,586.382825
180.436089,365,586.54574
135.188617,365,586.700834
155.945308,365,586.853827
127.348629,365,588.063945
175.50835,365,588.254952
160.146806,365,588.430288
146.782013,365,588.599294
180.984944,365,588.756667
122.383008,365,589.971053
107.995109,365,590.187125
132.841758,365,590.360139
177.805883,365,590.51813
134.312541,365,590.670118
165.348755,365,590.821329
162.644098,365,592.031752
111.655783,365,592.232422
77.912853,365,592.402426
148.493362,365,592.565429
186.839654,365,592.723953
196.142604,365,592.877934
218.215855,365,594.120744
281.433983,365,594.312871
229.80862,365,594.477873
189.59972,365,594.636865
135.683348,365,594.788867
147.399567,365,596.069993
188.021483,365,596.298091
192.31613,365,596.467083
215.563736,365,596.629707
132.562217,365,596.800624
183.008104,365,596.961616
163.833633,365,598.176333
214.617213,365,598.36706
182.606721,365,598.53902
176.275502,365,598.701002
135.713512,365,598.855008
177.26313,365,599.023004
231.062569,365,600.252801
191.797765,365,600.430793
192.563163,365,600.597794
157.034519,365,600.756793
165.387835,365,600.9118
165.583363,365,602.112859
223.371019,365,602.307045
212.847597,365,602.480052
192.460033,365,602.644055
184.752316,365,602.800055
211.363718,365,602.956144
141.713905,365,604.145923
231.326206,365,604.327005
143.472497,365,604.506923
191.98205,365,604.667991
203.713848,365,604.822992
45.181291,365,606.05209
191.252676,365,606.270267
145.317697,365,606.49929
205.169322,365,606.684287
135.728731,365,606.849372
202.108479,365,607.010287
94.401404,365,608.219236
141.305385,365,608.412288
119.810041,365,608.588371
190.262085,365,608.781041
149.853143,365,609.004042
177.041838,365,609.252351
156.359107,365,610.63797
172.359704,365,610.824546
177.281404,365,611.000542
173.84327,365,611.168636
179.160949,365,611.324639
158.137058,365,612.538827
75.06315,365,612.741813
44.193514,365,612.911904
147.084312,365,613.066903
162.029473,365,613.222636
148.071029,365,613.377542
159.884741,365,614.623593
145.564635,365,614.814686
160.848787,365,614.987743
150.041749,365,615.149549
126.132748,365,615.304556
171.80537,365,616.496183
202.291326,365,616.7012
200.330633,365,616.877188
205.195331,365,617.043277
180.687144,365,617.201185
215.642218,365,617.354661
87.263063,365,618.533718
175.903023,365,618.732327
148.32505,365,618.903334
114.218736,365,619.068315
171.921235,365,619.226358
160.696356,365,619.380295
125.403179,365,620.620276
210.107054,365,620.798239
235.979231,365,620.956238
136.248899,365,621.110238
158.314462,365,621.265235
122.410715,365,622.477495
156.391987,365,622.6805
148.575159,365,622.854015
183.783867,365,623.020188
167.404065,365,623.178098
203.692394,365,623.339197
193.596667,365,624.636338
189.283952,365,624.827421
230.263514,365,625.009709
188.847552,365,625.189168
195.104909,365,625.356611
256.747977,365,626.584105
225.598268,365,626.843169
142.152448,365,627.071423
174.028301,365,627.255357
186.540754,365,627.423318
222.325408,365,627.580319
219.997188,365,628.772342
187.595716,365,628.972764
185.877328,365,629.146682
186.108877,365,629.30777
75.529925,365,629.462785
143.355235,365,629.617435
195.649732,365,630.819545
187.722564,365,631.006462
173.50303,365,631.168471
174.830665,365,631.323468
160.164316,365,631.479451
216.394627,365,632.63544
231.987787,365,632.845547
192.276932,365,633.016445
173.742213,365,633.173532
206.027751,365,633.324531
176.378458,365,633.479542
185.099215,365,634.690803
40.448883,365,634.875717
163.75522,365,635.048177
178.349594,365,635.211073
147.235793,365,635.369076
184.061883,365,635.527073
159.690247,365,636.757703
152.940982,365,636.936783
201.321359,365,637.093702
209.296455,365,637.245781
228.528381,365,637.398803
251.565587,365,638.591857
177.340901,365,638.792827
141.993506,365,638.971823
91.523725,365,639.143685
150.851178,365,639.302684
194.184215,365,639.459682
212.174281,365,640.679059
203.731553,365,640.862055
180.18615,365,641.028064
155.331342,365,641.184052
183.721863,365,641.337058
144.78942,365,642.573887
134.533464,365,642.780991
201.967387,365,642.951966
164.885211,365,643.109974
180.941367,365,643.262876
149.997536,365,643.414886
139.924678,365,644.624906
134.969625,365,644.820909
168.17882,365,644.993004
166.999587,365,645.155274
184.995884,365,645.309277
190.082502,365,645.462733
174.487982,365,646.714386
140.437568,365,646.893488
165.266435,365,647.056385
179.859586,365,647.212896
180.264975,365,647.365898
160.034369,365,648.580644
157.041916,365,648.787519
167.184143,365,648.964591
170.552129,365,649.132585
156.531932,365,649.288101
165.103669,365,649.440191
163.294394,365,650.677807
146.36354,365,650.862905
185.394127,365,651.028909
182.914411,365,651.186887
178.527699,365,651.338894
236.733523,365,652.531472
121.368106,365,652.738543
168.06699,365,652.913578
168.012612,365,653.077666
203.484697,365,653.230653
209.400396,365,653.383577
145.779065,365,654.594608
164.703445,365,654.791609
211.777649,365,654.964465
212.020244,365,655.165005
145.043413,365,655.401178
164.174928,365,655.585084
135.714977,365,656.962096
152.390464,365,657.155169
148.107828,365,657.324349
141.629953,365,657.486263
126.656758,365,657.642266
102.946022,365,658.862286
218.226574,365,659.07338
209.659595,365,659.248385
152.597543,365,659.410286
171.016715,365,659.567036
96.851222,365,659.722129
94.789264,365,660.951239
159.393586,365,661.143254
164.386278,365,661.308322
134.777513,365,661.464319
152.180442,365,661.617595
133.4134,365,662.811042
197.782087,365,663.030007
161.671354,365,663.208008
191.209377,365,663.371091
197.141015,365,663.525698
195.840798,365,663.680644
157.860593,365,665.142798
123.520379,365,665.374801
199.341948,365,665.575917
156.121822,365,665.761915
152.139427,365,665.958918
206.893532,365,666.145355
126.565667,365,667.517376
137.587517,365,667.699409
162.162462,365,667.872545
139.685361,365,668.040543
112.709422,365,668.195544
98.234227,365,669.390691
178.007127,365,669.597783
73.662163,365,669.773846
134.162123,365,669.943953
145.644399,365,670.104554
145.030282,365,670.259551
183.547558,365,671.478184
173.54354,365,671.67128
69.940632,365,671.838741
97.319556,365,672.00608
84.912248,365,672.161081
125.286135,365,672.314123
163.978659,365,673.608557
131.130864,365,673.777549
142.162634,365,673.942585
126.778499,365,674.103587
66.458545,365,674.257599
85.835755,365,675.469068
141.604681,365,675.665064
150.729663,365,675.83707
87.102896,365,676.001406
126.73033,365,676.158391
126.517324,365,676.311396
133.108695,365,677.543132
88.116518,365,677.738145
128.863169,365,677.915076
113.349639,365,678.077077
84.586431,365,678.232075
159.485609,365,679.434345
129.544244,365,679.642053
218.226831,365,679.819394
128.017842,365,679.989523
88.878911,365,680.150717
142.986538,365,680.305193
-55.626455,365,681.521929
101.051741,365,681.711931
169.993057,365,681.881018
118.827367,365,682.040026
152.126303,365,682.195064
136.928004,365,682.348159
133.840916,365,683.631573
157.739606,365,683.810565
104.824307,365,683.97157
126.35264,365,684.131716
184.179525,365,684.285801
172.693312,365,685.563885
144.116322,365,685.767983
148.403455,365,685.940887
159.536746,365,686.102971
195.51311,365,686.256768
144.722779,365,686.411438
197.725922,365,687.615758
171.369828,365,687.80276
184.830408,365,687.970838
192.434679,365,688.139861
172.515275,365,688.344748
138.285404,365,689.657917
139.12668,365,689.864983
139.697477,365,690.04098
161.545889,365,690.205001
199.013866,365,690.36084
172.838352,365,690.513845
172.355752,365,691.726313
185.968727,365,691.91675
155.236988,365,692.083833
117.358553,365,692.243746
177.076483,365,692.396823
163.118588,365,692.548743
159.856292,365,693.797805
193.885081,365,693.973805
152.898783,365,694.140907
195.04676,365,694.296808
130.756108,365,694.450809
154.651019,365,695.667588
219.114735,365,695.874855
193.348495,365,696.04785
223.473384,365,696.21185
181.333207,365,696.367209
201.994271,365,696.533036
201.42289,365,697.73267
166.719478,365,697.928785
190.126129,365,698.097726
225.495608,365,698.259726
154.227392,365,698.41374
186.746459,365,699.608926
178.29058,365,699.818843
202.47688,365,699.997919
189.306128,365,700.16201
206.405322,365,700.318012
191.718593,365,700.472167
155.465646,365,701.663267
223.469262,365,701.858219
163.501622,365,702.025215
191.489158,365,702.182211
262.261435,365,702.336207
166.397124,365,702.490433
204.068202,365,703.727273
201.742991,365,703.906379
174.044358,365,704.073878
146.903173,365,704.237864
180.119043,365,704.394989
219.567908,365,705.596678
224.782675,365,705.805214
212.18322,365,705.98616
175.493379,365,706.146249
195.741198,365,706.303743
196.684248,365,706.456795
220.064457,365,707.664014
252.284359,365,707.860004
159.222673,365,708.032002
236.06908,365,708.195
209.077492,365,708.360947
244.766781,365,708.515947
204.750573,365,709.794011
202.633334,365,709.975003
219.317201,365,710.142356
155.816329,365,710.303349
135.57627,365,710.459078
192.149155,365,711.674561
158.38502,365,711.874566
192.302888,365,712.045637
195.688203,365,712.207547
149.898095,365,712.363548
195.166762,365,712.519233
208.722087,365,713.735339
182.49771,365,713.921441
199.365327,365,714.094031
196.484675,365,714.264062
191.742584,365,714.432611
221.592,365,715.676322
166.125098,365,715.889322
144.197988,365,716.065484
223.329189,365,716.230484
156.217247,365,716.391396
201.11314,365,716.547483
227.403643,365,717.752787
170.42851,365,717.949911
223.51196,365,718.120914
178.337067,365,718.292363
118.037314,365,718.490348
233.558055,365,718.665265
197.193239,365,719.909731
232.026109,365,720.089918
183.196332,365,720.256838
229.974053,365,720.418929
173.302943,365,720.575935
180.893212,365,721.773417
201.999116,365,721.970636
177.184891,365,722.139547
105.226615,365,722.303762
122.216177,365,722.465769
220.334514,365,722.621325
219.351139,365,723.849288
137.830496,365,724.036429
158.908847,365,724.206421
172.937603,365,724.366422
107.694408,365,724.541349
147.788164,365,725.732898
141.195472,365,725.941451
119.073515,365,726.120716
231.759187,365,726.288806
175.685281,365,726.451713
248.604274,365,726.608816
197.980014,365,727.812432
208.375502,365,728.01959
245.345689,365,728.192586
183.470397,365,728.372955
199.148206,365,728.557925
172.133356,365,728.724833
252.764644,365,729.988923
174.909019,365,730.168926
113.330418,365,730.336105
163.919162,365,730.499289
163.798516,365,730.657292
187.000937,365,731.84322
133.794572,365,732.047222
260.094901,365,732.220229
213.664293,365,732.382202
232.776797,365,732.542228
131.706192,365,732.694395
137.326029,365,733.892417
200.680388,365,734.101499
161.592952,365,734.307418
189.840755,365,734.469512
168.007033,365,734.625768
184.294143,365,735.792611
167.732301,365,736.00509
145.28733,365,736.186081
171.914264,365,736.353089
194.891389,365,736.513087
126.319393,365,736.669074
251.026633,365,737.899659
139.61307,365,738.100791
141.893187,365,738.272794
177.248833,365,738.436829
149.854553,365,738.597831
245.255782,365,738.752458
206.192495,365,739.982243
194.052131,365,740.16467
172.645856,365,740.331813
243.822,365,740.494843
167.319082,365,740.654741
169.16183,365,741.843399
241.577394,365,742.038496
152.755339,365,742.206496
163.787304,365,742.366508
222.593155,365,742.519415
217.695634,365,742.675481
137.663882,365,743.920022
173.612855,365,744.116026
183.304646,365,744.285055
177.129884,365,744.440117
235.126877,365,744.596025
182.682079,365,744.752377
138.494649,365,745.986299
264.736691,365,746.16335
172.148123,365,746.330435
199.674751,365,746.497491
134.116903,365,746.653508
199.245475,365,747.871187
185.931202,365,748.067191
187.594646,365,748.236538
187.078421,365,748.402537
232.896111,365,748.559618
224.839389,365,748.71754
208.438638,365,749.967111
161.945819,365,750.15011
186.275061,365,750.31611
169.996584,365,750.472284
265.258291,365,750.626194
176.145636,365,751.827631
255.131016,365,752.034633
263.074469,365,752.203633
224.648772,365,752.358824
182.839752,365,752.511821
177.366662,365,752.666462
270.846415,365,753.884246
196.645522,365,754.07363
252.109948,365,754.243634
172.691004,365,754.403629
198.834347,365,754.55863
204.400967,365,754.711483
180.959994,365,755.976048
158.404557,365,756.151034
226.993764,365,756.318053
182.594656,365,756.478207
136.911896,365,756.635108
139.137704,365,757.832622
49.487303,365,758.032709
9.789716,365,758.20371
73.839363,365,758.355627
97.990136,365,758.510702
94.339482,365,758.663715
63.496827,365,759.867531
44.189825,365,760.057626
182.48633,365,760.2218
67.601956,365,760.375802
101.572853,365,760.531565
171.275362,365,761.714466
163.474672,365,761.933663
81.626876,365,762.107668
90.74123,365,762.271648
90.709775,365,762.425654
131.869997,365,762.578659
31.291852,365,763.796711
98.022532,365,763.991184
181.747297,365,764.157205
-16.346758,365,764.323442
107.777123,365,764.516404
143.467162,365,764.678321
168.997196,365,766.054635
168.884361,365,766.235639
147.549712,365,766.410646
152.971681,365,766.607416
168.494144,365,766.771493
171.060757,365,767.995981
139.679856,365,768.200994
193.878693,365,768.377985
153.354257,365,768.56605
148.885771,365,768.744159
191.263075,365,768.918648
177.019199,365,770.183813
216.805068,365,770.37491
146.134649,365,770.543917
153.720602,365,770.705259
196.399783,365,770.860264
140.786156,365,772.033413
149.494052,365,772.235414
70.267452,365,772.413414
173.133913,365,772.57751
182.880481,365,772.733625
173.990797,365,772.890628
152.088086,365,774.098599
151.264152,365,774.301615
130.695487,365,774.474609
41.386565,365,774.637339
134.61281,365,774.794365
195.95866,365,774.949364
150.878415,365,776.192067
183.293078,365,776.374087
191.39119,365,776.541796
195.312091,365,776.705708
205.433593,365,776.860632
209.561174,365,778.072721
225.414998,365,778.275954
218.874939,365,778.450965
152.420467,365,778.61795
129.895591,365,778.775553
155.664189,365,778.932648
182.814313,365,780.162833
180.626184,365,780.365847
162.388844,365,780.529845
194.061912,365,780.683981
181.423813,365,780.837981
195.187685,365,782.095073
179.727594,365,782.306166
159.642001,365,782.480077
132.172219,365,782.641826
170.808127,365,782.796821
149.812692,365,782.952826
189.986774,365,784.136385
201.57661,365,784.337388
149.283978,365,784.531391
95.191654,365,784.698388
126.911912,365,784.857388
38.682583,365,785.015687
162.391191,365,786.267884
142.910325,365,786.456177
157.633368,365,786.628268
131.876486,365,786.790194
157.687152,365,786.949173
152.539179,365,788.155199
177.929901,365,788.354214
141.218995,365,788.529203
139.42667,365,788.694199
122.067493,365,788.849199
89.583163,365,789.006296
161.344345,365,790.219998
119.148797,365,790.410005
140.572657,365,790.576962
157.574351,365,790.731896
178.955044,365,790.888896
166.588268,365,791.041987
108.798179,365,792.253702
116.892195,365,792.431702
146.107531,365,792.596791
149.531077,365,792.755701
189.763499,365,792.911456
168.004279,365,794.11919
192.197436,365,794.318192
107.249567,365,794.487192
178.299732,365,794.641048
209.019689,365,794.794049
191.186529,365,794.949051
147.619564,365,796.192524
138.278113,365,796.384516
136.437592,365,796.56076
102.57633,365,796.731663
224.60606,365,796.895756
168.701284,365,798.118241
190.511628,365,798.330262
162.111135,365,798.501341
202.366595,365,798.667594
151.876753,365,798.828499
236.973299,365,798.991498
177.843106,365,800.199939
169.645451,365,800.395958
149.24321,365,800.562028
206.225312,365,800.720104
160.369278,365,800.876104
205.671051,365,801.029104
117.321121,365,802.277994
226.045472,365,802.453982
176.095692,365,802.617259
246.193913,365,802.771962
246.847586,365,802.926966
183.334891,365,804.150739
243.883809,365,804.359842
232.991084,365,804.528834
217.615559,365,804.685827
174.671238,365,804.836832
193.843064,365,804.990825
146.337203,365,806.223864
195.48446,365,806.414863
209.692903,365,806.578954
159.771614,365,806.737186
157.271058,365,806.89265
169.473141,365,808.097876
245.709444,365,808.307276
208.152624,365,808.484269
207.658994,365,808.648826
211.982198,365,808.806827
233.671721,365,808.962823
206.41216,365,810.177251
213.53984,365,810.394788
227.001878,365,810.593769
214.472109,365,810.756017
238.55475,365,810.917017
185.536089,365,811.073102
203.558699,365,812.307475
202.538867,365,812.487576
182.318215,365,812.653482
207.338003,365,812.808575
170.511914,365,812.963477
117.117283,365,814.160007
246.852621,365,814.359024
195.875049,365,814.533097
221.069865,365,814.698093
162.02982,365,814.858211
214.349504,365,815.013082
172.627076,365,816.228709
235.444697,365,816.422921
202.454466,365,816.585916
272.112621,365,816.738935
193.666872,365,816.895919
270.204577,365,818.081215
208.374745,365,818.300215
183.643109,365,818.474235
230.003631,365,818.643173
157.861528,365,818.801081
200.445905,365,818.960171
251.152795,365,820.157746
217.64601,365,820.361627
237.547645,365,820.532722
203.065711,365,820.689626
205.251064,365,820.86821
210.154104,365,821.063223
200.755007,365,822.280276
160.11972,365,822.465299
179.427209,365,822.634364
184.016554,365,822.80079
184.619146,365,822.961697
168.778198,365,824.161565
200.127088,365,824.376586
191.55662,365,824.55331
227.065125,365,824.71829
206.132536,365,824.879302
207.849094,365,825.033349
225.1308,365,826.262501
241.752244,365,826.490233
212.173311,365,826.664318
186.293324,365,826.880246
175.744096,365,827.059796
223.634981,365,827.232792
146.366662,365,828.481518
186.239999,365,828.666335
150.291835,365,828.835425
189.606578,365,829.007562
149.662425,365,829.165875
153.253384,365,830.405495
216.543476,365,830.605515
138.880159,365,830.771506
44.354962,365,830.93023
129.892182,365,831.093223
143.019489,365,831.245216
161.422321,365,832.45401
196.041316,365,832.641001
184.128342,365,832.807236
153.869361,365,832.968235
137.524922,365,833.123233
95.165624,365,834.303177
102.271343,365,834.513264
109.932315,365,834.687266
192.450959,365,834.841269
